artikelnummer,image_name,typicality
7150855,7150855_1.jpg,0.8868434
7150970,7150970_1.jpg,0.5870521
7150971,7150971_1.jpg,0.71389776
7150980,7150980_1.jpg,0.7489297
7151428,7151428_1.jpg,0.44007596
7151433,7151433_1.jpg,0.64041317
7151445,7151445_1.jpg,0.71043164
7151454,7151454_1.jpg,0.7235978
7151470,7151470_1.jpg,0.85106677
7151491,7151491_1.jpg,0.8220633
7151492,7151492_1.jpg,0.8155044
7151496,7151496_1.jpg,0.6838705
7151498,7151498_1.jpg,0.7798172
7151500,7151500_1.jpg,0.65883946
7151501,7151501_1.jpg,0.6381385
7151503,7151503_1.jpg,0.7372438
7152840,7152840_1.jpg,0.70241654
7152841,7152841_1.jpg,0.5237566
7152842,7152842_1.jpg,0.5797
7152843,7152843_1.jpg,0.61428505
7152844,7152844_1.jpg,0.5816965
7152845,7152845_1.jpg,0.68658733
7152914,7152914_1.jpg,0.8156217
7152916,7152916_1.jpg,0.703891
7152920,7152920_1.jpg,0.6118142
7152922,7152922_1.jpg,0.50531155
7152923,7152923_1.jpg,0.7011737
7152963,7152963_1.jpg,0.62757814
7152964,7152964_1.jpg,0.6023716
7152976,7152976_1.jpg,0.5896702
7152977,7152977_1.jpg,0.57144934
7152978,7152978_1.jpg,0.60435754
7152979,7152979_1.jpg,0.6247091
7152980,7152980_1.jpg,0.61694753
7152981,7152981_1.jpg,0.7367447
7153881,7153881_1.jpg,0.71039
7153951,7153951_1.jpg,0.7689313
7153953,7153953_1.jpg,0.53315705
7154452,7154452_1.jpg,0.59008646
7155623,7155623_1.jpg,0.4161422
7155693,7155693_1.jpg,0.7738906
7155695,7155695_1.jpg,0.691046
7155696,7155696_1.jpg,0.724596
7155698,7155698_1.jpg,0.82766837
7155725,7155725_1.jpg,0.87187284
